背番号,クラブ名,選手名,生年月日,JリーグID
14,ガイナーレ鳥取,河村　匠,2000/9/13,1640626
15,ガイナーレ鳥取,木内　達也,2002/4/7,1636981
16,ガイナーレ鳥取,田制　裕作,2003/10/6,1644024
18,ガイナーレ鳥取,荒井　涼,2003/7/1,1641671
19,ガイナーレ鳥取,山本　颯太,2004/12/4,1656195
21,ガイナーレ鳥取,矢島　慎也,1994/1/18,1100996
22,ガイナーレ鳥取,吉田　伊吹,1997/11/1,1627749
23,ガイナーレ鳥取,ダッジィ　コジョ,2001/11/12,1650794
24,ガイナーレ鳥取,星　景虎,2003/7/4,1641573
27,ガイナーレ鳥取,本保　奏希,2003/10/28,1637127
28,ガイナーレ鳥取,金　世明,2006/6/16,1651273
32,ガイナーレ鳥取,高柳　郁弥,2000/10/4,1637079
34,ガイナーレ鳥取,鄭　翔英,2003/10/1,1656124
35,ガイナーレ鳥取,長谷川　夢叶,2007/7/22,1646370
39,ガイナーレ鳥取,香取　潤,2003/7/10,1655800
42,ガイナーレ鳥取,金浦　真樹,1999/12/10,1635529
47,ガイナーレ鳥取,桃井　玲,2002/11/13,1653071
55,ガイナーレ鳥取,大嶋　春樹,2000/7/11,1640665
66,ガイナーレ鳥取,ムン　ミン,2005/2/4,1655801
72,ガイナーレ鳥取,チャ　ウォンジュン,2006/7/25,1655802
77,ガイナーレ鳥取,橋本　清太郎,2003/7/15,1653375
88,ガイナーレ鳥取,バーンズ　アントン,2003/10/1,1632427
2,レノファ山口ＦＣ,小澤　亮太,2002/12/20,1648837
3,レノファ山口ＦＣ,大岩　一貴,1989/8/17,1101478
4,レノファ山口ＦＣ,中島　賢星,1996/9/23,1500465
5,レノファ山口ＦＣ,喜岡　佳太,1997/10/5,1629505
6,レノファ山口ＦＣ,輪笠　祐士,1996/2/9,1618072
7,レノファ山口ＦＣ,三沢　直人,1995/7/7,1618081
8,レノファ山口ＦＣ,野寄　和哉,2000/6/26,1639187
10,レノファ山口ＦＣ,池上　丈二,1994/11/6,1607362
11,レノファ山口ＦＣ,藤岡　浩介,1994/8/13,1300038
13,レノファ山口ＦＣ,宮吉　拓実,1992/8/7,800625
14,レノファ山口ＦＣ,下堂　竜聖,1996/4/17,1630085
15,レノファ山口ＦＣ,板倉　洸,1998/4/6,1632366
16,レノファ山口ＦＣ,糸原　紘史郎,1998/2/25,1627549
17,レノファ山口ＦＣ,田邉　光平,2001/10/9,1641540
18,レノファ山口ＦＣ,亀川　諒史,1993/5/28,1200043
19,レノファ山口ＦＣ,山本　駿亮,1999/3/24,1632224
20,レノファ山口ＦＣ,末永　透瑛,2005/10/13,1638524
21,レノファ山口ＦＣ,チェ　ヒョンチャン,2001/3/12,1640601
22,レノファ山口ＦＣ,奥山　洋平,1999/10/28,1636495
24,レノファ山口ＦＣ,沼田　航征,2002/1/12,1627191
25,レノファ山口ＦＣ,藤森　颯太,2003/7/17,1636958
27,レノファ山口ＦＣ,水口　飛呂,2002/1/14,1643203
28,レノファ山口ＦＣ,小林　成豪,1994/1/8,1400649
34,レノファ山口ＦＣ,古川　大悟,1999/9/15,1607221
36,レノファ山口ＦＣ,西堂　久俊,2001/3/27,1624329
37,レノファ山口ＦＣ,山ノ井　拓己,1998/10/25,1500391
38,レノファ山口ＦＣ,田所　莉旺,2006/4/8,1651269
40,レノファ山口ＦＣ,成岡　輝瑠,2002/7/28,1622191
41,レノファ山口ＦＣ,飯田　雅浩,2000/10/5,1635494
49,レノファ山口ＦＣ,峰田　祐哉,2002/12/1,1646804
77,レノファ山口ＦＣ,山本　龍平,2000/7/16,1624335
81,レノファ山口ＦＣ,木村　有磨,2007/2/5,1650546
88,レノファ山口ＦＣ,野村　直輝,1991/4/17,1400084
98,レノファ山口ＦＣ,アレフ　フィルミーノ,1998/3/16,1652780
99,レノファ山口ＦＣ,遠藤　雅己,2001/3/1,1635580
1,カマタマーレ讃岐,今村　勇介,1999/5/23,1636376
3,カマタマーレ讃岐,井林　章,1990/9/5,1200349
4,カマタマーレ讃岐,辻岡　招真,2004/3/5,1655869
5,カマタマーレ讃岐,國分　将,1995/5/14,1624409
6,カマタマーレ讃岐,宮﨑　慎,2003/8/30,1655866
7,カマタマーレ讃岐,江口　直生,1992/3/22,1400111
8,カマタマーレ讃岐,森　勇人,1995/4/21,1400058
10,カマタマーレ讃岐,川西　翔太,1988/10/28,1100175
11,カマタマーレ讃岐,佐野　竜眞,2004/2/16,1655868
13,カマタマーレ讃岐,前川　大河,1996/6/13,1401442
14,カマタマーレ讃岐,石倉　潤征,2003/3/3,1650523
15,カマタマーレ讃岐,岩本　和希,1997/4/7,1500572
16,カマタマーレ讃岐,有田　朱里,1999/5/29,1607147
17,カマタマーレ讃岐,牧山　晃政,2000/12/10,1635505
18,カマタマーレ讃岐,李　眞雨,2003/3/14,1652843
20,カマタマーレ讃岐,イ　ギサン,2003/12/8,1655865
22,カマタマーレ讃岐,大野　耀平,1994/12/6,1607205
23,カマタマーレ讃岐,高橋　クリス,2002/1/11,1646405
24,カマタマーレ讃岐,上野　輝人,2000/9/14,1640672
27,カマタマーレ讃岐,柳　雄太郎,1995/9/18,1618083
29,カマタマーレ讃岐,田尾　佳祐,2003/11/18,1635317
30,カマタマーレ讃岐,岡　英輝,2003/5/26,1632991
33,カマタマーレ讃岐,河上　将平,1997/10/26,1629451
35,カマタマーレ讃岐,左合　修土,2002/2/6,1645977
39,カマタマーレ讃岐,原野　楼惟,2007/5/6,1655867
40,カマタマーレ讃岐,高嶋　修也,2000/4/24,1635455
44,カマタマーレ讃岐,林田　魁斗,2001/8/29,1624850
60,カマタマーレ讃岐,森川　裕基,1993/1/7,1500509
66,カマタマーレ讃岐,禹　相皓,1992/12/7,1604116
77,カマタマーレ讃岐,村上　悠緋,2000/12/19,1635015
86,カマタマーレ讃岐,淺田　彗潤,2004/2/12,1647386
90,カマタマーレ讃岐,後藤　優介,1993/4/23,1200049
1,愛媛ＦＣ,徳重　健太,1984/3/9,4403
3,愛媛ＦＣ,山原　康太郎,2000/9/19,1637043
5,愛媛ＦＣ,黒石　貴哉,1997/2/24,1626957
6,愛媛ＦＣ,谷岡　昌,2001/7/14,1642624
7,愛媛ＦＣ,曽根田　穣,1994/8/29,1607085
9,愛媛ＦＣ,藤本　佳希,1994/2/3,1600201
10,愛媛ＦＣ,佐藤　亮,1997/11/24,1604181
11,愛媛ＦＣ,藤原　悠汰,1999/4/9,1635329
13,愛媛ＦＣ,山下　雄大,2000/8/23,1632789
14,愛媛ＦＣ,斉藤　涼優,2003/2/15,1652210
16,愛媛ＦＣ,細谷　航平,2001/12/11,1615268
17,愛媛ＦＣ,田口　裕也,2001/4/8,1629431
22,愛媛ＦＣ,竹本　雄飛,1997/8/19,1629413
24,愛媛ＦＣ,宮本　航汰,1996/6/19,1400297
26,愛媛ＦＣ,金沢　一矢,2002/10/31,1646369
27,愛媛ＦＣ,舩橋　京汰,2005/7/31,1641393
31,愛媛ＦＣ,白坂　楓馬,1996/12/5,1626032
36,愛媛ＦＣ,辻　周吾,1997/7/21,1600209
37,愛媛ＦＣ,石尾　崚雅,2000/5/18,1618639
38,愛媛ＦＣ,日野　翔太,2002/10/16,1635402
39,愛媛ＦＣ,武藤　寛,2003/9/2,1647287
41,愛媛ＦＣ,大坪　謙也,2003/6/5,1655810
44,愛媛ＦＣ,森山　公弥,2002/4/4,1630210
45,愛媛ＦＣ,牧口　一真,2004/9/8,1636793
48,愛媛ＦＣ,行友　翔哉,2005/1/5,1636795
49,愛媛ＦＣ,阿部　稜汰,2001/7/7,1635342
50,愛媛ＦＣ,杉山　耕二,1998/4/19,1636293
51,愛媛ＦＣ,アデオラ　デイビッド,2007/6/26,1656654
55,愛媛ＦＣ,西条　将太,2006/2/1,1656730
57,愛媛ＦＣ,仙波　隼太郎,2009/4/27,1652433
58,愛媛ＦＣ,平野　皓大,2009/9/25,1656157
70,愛媛ＦＣ,前田　椋介,1998/3/2,1629441
88,愛媛ＦＣ,山口　太陽,2006/8/18,1643393
99,愛媛ＦＣ,樺山　諒乃介,2002/9/17,1630132
1,高知ユナイテッドＳＣ,大野　来生,2001/9/2,1647059
3,高知ユナイテッドＳＣ,福宮　弘乃介,1998/4/8,1651139
4,高知ユナイテッドＳＣ,小林　大智,1999/1/7,1632370
5,高知ユナイテッドＳＣ,深川　大輔,1999/6/2,1636288
7,高知ユナイテッドＳＣ,金原　朝陽,2000/9/24,1627826
8,高知ユナイテッドＳＣ,高野　裕維,2000/8/4,1647557
9,高知ユナイテッドＳＣ,新谷　聖基,1998/6/12,1647558
10,高知ユナイテッドＳＣ,佐々木　敦河,1998/6/19,1647559
11,高知ユナイテッドＳＣ,三好　麟大,2003/3/2,1624265
13,高知ユナイテッドＳＣ,河田　篤秀,1992/9/18,1400651
14,高知ユナイテッドＳＣ,関野　元弥,1999/3/10,1625634
16,高知ユナイテッドＳＣ,上月　翔聖,2000/2/1,1640608
17,高知ユナイテッドＳＣ,猪瀬　康介,2000/12/25,1617489
18,高知ユナイテッドＳＣ,青戸　翔,1996/8/9,1636296
20,高知ユナイテッドＳＣ,杉山　伶央,2000/3/4,1636325
21,高知ユナイテッドＳＣ,永田　陸,2003/9/11,1636952
22,高知ユナイテッドＳＣ,藤森　隆汰,2000/9/16,1647186
23,高知ユナイテッドＳＣ,松本　大地,2003/6/1,1641596
24,高知ユナイテッドＳＣ,岡澤　韻生,2002/8/16,1650807
26,高知ユナイテッドＳＣ,浅野　良啓,2003/12/31,1651546
27,高知ユナイテッドＳＣ,坂岸　寛大,2002/1/18,1642045
30,高知ユナイテッドＳＣ,加藤　佑太郎,2004/2/10,1655805
31,高知ユナイテッドＳＣ,工藤　真人,2001/5/7,1618767
33,高知ユナイテッドＳＣ,長　疾風,2007/8/17,1646921
39,高知ユナイテッドＳＣ,星　キョーワァン,1997/6/25,1619669
73,高知ユナイテッドＳＣ,田中　稔也,1997/12/2,1400360
76,高知ユナイテッドＳＣ,三門　雄大,1986/12/26,800926
88,高知ユナイテッドＳＣ,濱　託巳,1996/9/11,1624400
99,高知ユナイテッドＳＣ,村田　侑大,2005/9/9,1655806
1,ギラヴァンツ北九州,伊藤　剛,1994/3/23,1502762
2,ギラヴァンツ北九州,奈良坂　巧,2002/7/6,1631671
4,ギラヴァンツ北九州,長谷川　光基,1999/4/27,1609242
6,ギラヴァンツ北九州,星　広太,1992/7/27,1500446
7,ギラヴァンツ北九州,平原　隆暉,2003/5/1,1636268
8,ギラヴァンツ北九州,吉長　真優,2002/3/20,1629476
9,ギラヴァンツ北九州,河辺　駿太郎,1996/5/26,1632369
10,ギラヴァンツ北九州,永井　龍,1991/5/23,1000051
13,ギラヴァンツ北九州,熊澤　和希,2001/1/13,1633172
14,ギラヴァンツ北九州,井澤　春輝,1999/6/14,1612654
16,ギラヴァンツ北九州,丸山　壮大,1999/6/25,1636283
17,ギラヴァンツ北九州,岡野　凜平,2000/9/15,1640641
18,ギラヴァンツ北九州,渡邉　颯太,2002/3/1,1645965
19,ギラヴァンツ北九州,吉原　楓人,2006/9/20,1643446
21,ギラヴァンツ北九州,牛之濵　拓,1992/7/14,1100197
22,ギラヴァンツ北九州,生駒　仁,1999/7/1,1617895
23,ギラヴァンツ北九州,前田　稜太,2004/1/22,1653195
24,ギラヴァンツ北九州,平松　昇,1998/11/26,1630161
25,ギラヴァンツ北九州,坪郷　来紀,2004/10/11,1640643
28,ギラヴァンツ北九州,木實　快斗,2007/2/27,1647895
29,ギラヴァンツ北九州,高　昇辰,2000/10/10,1640635
30,ギラヴァンツ北九州,福森　健太,1994/7/4,1604082
31,ギラヴァンツ北九州,大谷　幸輝,1989/4/8,600708
37,ギラヴァンツ北九州,吉田　晃盛,2003/7/17,1651451
39,ギラヴァンツ北九州,谷口　璃成,2003/6/7,1636254
40,ギラヴァンツ北九州,官澤　琉汰,2005/10/31,1645966
41,ギラヴァンツ北九州,杉本　光希,2001/8/17,1624680
42,ギラヴァンツ北九州,世良　務,2006/4/17,1646561
51,ギラヴァンツ北九州,坂下　湧太郎,2007/8/6,1652498
66,ギラヴァンツ北九州,髙橋　大悟,1999/4/17,1617963
96,ギラヴァンツ北九州,西袋　裕太,1994/9/6,1645979
1,ロアッソ熊本,佐藤　史騎,2001/11/1,1641507
2,ロアッソ熊本,黒木　晃平,1989/7/31,1000193
3,ロアッソ熊本,大西　遼太郎,1997/11/24,1624509
4,ロアッソ熊本,薬師田　澪,2003/10/17,1639771
5,ロアッソ熊本,小林　慶太,2003/1/30,1631747
6,ロアッソ熊本,岩下　航,1999/4/1,1631772
7,ロアッソ熊本,藤井　皓也,2001/8/29,1642047
8,ロアッソ熊本,上村　周平,1995/10/15,1300451
10,ロアッソ熊本,鹿取　勇斗,2003/11/11,1655793
11,ロアッソ熊本,ベ　ジョンミン,2001/6/16,1645922
13,ロアッソ熊本,飯星　明良,2002/11/8,1650519
14,ロアッソ熊本,石原　央羅,2002/6/18,1647350
15,ロアッソ熊本,三島　頌平,1995/11/20,1618094
16,ロアッソ熊本,武者　大夢,1999/1/7,1632986
17,ロアッソ熊本,永井　颯太,1999/8/15,1633168
18,ロアッソ熊本,半代　将都,2002/4/10,1628702
19,ロアッソ熊本,渡邉　怜歩,2003/2/6,1647675
21,ロアッソ熊本,西村　遥己,2003/4/19,1636523
22,ロアッソ熊本,松田　詠太郎,2001/5/20,1629502
23,ロアッソ熊本,佐藤　優也,1986/2/10,400737
24,ロアッソ熊本,李　泰河,2003/1/16,1650522
25,ロアッソ熊本,那須　健一,2003/10/2,1647285
26,ロアッソ熊本,戸田　峻平,2004/1/16,1647667
27,ロアッソ熊本,根岸　恵汰,2002/7/12,1650520
28,ロアッソ熊本,吉岡　優希,2003/8/19,1646514
30,ロアッソ熊本,長嶋　志歩,2006/4/21,1650521
31,ロアッソ熊本,永野　春樹,2008/6/12,1656856
35,ロアッソ熊本,伊藤　颯真,2001/7/18,1651811
39,ロアッソ熊本,青木　俊輔,2003/1/8,1635460
41,ロアッソ熊本,大本　祐槻,1994/9/24,1607294
1,鹿児島ユナイテッドＦＣ,藤嶋　栄介,1992/1/31,1200950
2,鹿児島ユナイテッドＦＣ,嵯峨　理久,1998/5/27,1636323
3,鹿児島ユナイテッドＦＣ,杉井　颯,2000/5/17,1620803
4,鹿児島ユナイテッドＦＣ,広瀬　健太,1992/6/26,1500473
5,鹿児島ユナイテッドＦＣ,山田　裕翔,2001/7/19,1636997
7,鹿児島ユナイテッドＦＣ,千布　一輝,1995/7/13,1400106
8,鹿児島ユナイテッドＦＣ,藤村　慶太,1993/9/2,1200010
9,鹿児島ユナイテッドＦＣ,有田　稜,1999/8/28,1635500
10,鹿児島ユナイテッドＦＣ,武　星弥,2004/10/15,1639220
11,鹿児島ユナイテッドＦＣ,福田　望久斗,2000/2/20,1636272
14,鹿児島ユナイテッドＦＣ,吉尾　虹樹,2001/4/25,1635454
16,鹿児島ユナイテッドＦＣ,村松　航太,1997/8/22,1629517
18,鹿児島ユナイテッドＦＣ,河村　慶人,1999/9/11,1635233
19,鹿児島ユナイテッドＦＣ,稲葉　修土,1993/6/29,1503565
20,鹿児島ユナイテッドＦＣ,圓道　将良,1999/10/26,1635470
21,鹿児島ユナイテッドＦＣ,川上　康平,2001/4/24,1637074
23,鹿児島ユナイテッドＦＣ,小島　凛士郎,2005/5/1,1630223
26,鹿児島ユナイテッドＦＣ,川島　功奨,2002/5/27,1647382
32,鹿児島ユナイテッドＦＣ,梅木　翔斗,2004/10/6,1656196
33,鹿児島ユナイテッドＦＣ,山崎　倫,2003/5/20,1634098
35,鹿児島ユナイテッドＦＣ,江川　慶城,2000/4/2,1624359
36,鹿児島ユナイテッドＦＣ,米澤　令衣,1996/7/20,1400732
37,鹿児島ユナイテッドＦＣ,川上　篤人,2009/7/22,1656726
38,鹿児島ユナイテッドＦＣ,上高原　奏輝,2008/8/24,1656727
39,鹿児島ユナイテッドＦＣ,外山　鉄馬,2009/10/27,1656859
41,鹿児島ユナイテッドＦＣ,三品　直哉,2003/4/23,1645029
44,鹿児島ユナイテッドＦＣ,青木　義孝,1998/9/2,1605080
55,鹿児島ユナイテッドＦＣ,中山　桂吾,2003/12/14,1655792
73,鹿児島ユナイテッドＦＣ,熊倉　匠,2002/7/30,1635559
1,ＦＣ琉球,佐藤　久弥,1998/4/4,1632234
3,ＦＣ琉球,菊地　脩太,2003/8/16,1635021
4,ＦＣ琉球,藤春　廣輝,1988/11/28,1100176
5,ＦＣ琉球,モハメド　バイ　カマラ,2005/1/10,1656862
6,ＦＣ琉球,志慶眞　巧洋,2007/12/30,1652451
7,ＦＣ琉球,茂木　駿佑,1996/10/2,1400756
8,ＦＣ琉球,堀内　颯人,1996/7/3,1626020
9,ＦＣ琉球,浅川　隼人,1995/5/10,1618079
10,ＦＣ琉球,富所　悠,1990/4/21,800136
11,ＦＣ琉球,石浦　大雅,2001/11/22,1627750
13,ＦＣ琉球,岩本　翔,2001/3/18,1610936
14,ＦＣ琉球,鈴木　順也,1996/5/2,1624364
15,ＦＣ琉球,荒木　遼太,2000/12/16,1640485
16,ＦＣ琉球,井堀　二昭,2001/4/16,1644483
17,ＦＣ琉球,加藤　悠馬,2001/12/15,1635391
18,ＦＣ琉球,上野　瑶介,1998/10/9,1645959
19,ＦＣ琉球,佐藤　未勇,2000/7/19,1640637
21,ＦＣ琉球,梅田　陸空,2000/10/27,1640266
22,ＦＣ琉球,神谷　凱士,1997/6/16,1629415
23,ＦＣ琉球,曽田　一騎,2000/1/9,1640613
25,ＦＣ琉球,堀内　陽太,2004/7/8,1640478
26,ＦＣ琉球,カル　ジェニングス,1997/5/17,1656017
27,ＦＣ琉球,船橋　勇真,1997/11/13,1629497
28,ＦＣ琉球,津覇　実樹,2005/1/24,1638468
32,ＦＣ琉球,成田　安里,2002/12/6,1651470
33,ＦＣ琉球,宮本　流維,2004/3/3,1655791
35,ＦＣ琉球,千葉　和彦,1985/6/21,500913
39,ＦＣ琉球,庵原　篤人,2001/6/13,1645953
40,ＦＣ琉球,亀谷　怜生,2008/10/30,1656749
41,ＦＣ琉球,渡久地　希来,2009/1/21,1656750
46,ＦＣ琉球,池田　廉,1997/11/10,1629485
50,ＦＣ琉球,川島　康暉,1999/10/20,1636845
89,ＦＣ琉球,高木　大輔,1995/10/14,1100266
,,,1995/10/14,
